-0.0, -0.0
-0.1, -0.01
-0.2, -0.037
-0.3, -0.1
-0.4, -0.2
-0.5, -0.38
-0.6, -0.6
-0.7, -0.83
-0.8, -1.043
-0.9, -1.218
-1.0, -1.34
