-0.0, -0.0
-0.01, -0.1
-0.037, -0.2
-0.1, -0.3
-0.2, -0.4
-0.38, -0.5
-0.6, -0.6
-0.83, -0.7
-1.043, -0.8
-1.218, -0.9
-1.34, -1.0
