10.00,10.00
12.00,10.00
14.00,10.00
16.00,10.00
18.00,10.00
20.00,10.00
21.95,10.40
23.58,11.52
24.66,13.20
24.99,15.15
24.54,17.09
23.36,18.69
21.66,19.71
